,pres,psal,temp,cycle_number,profile_id
0,4.400000095367432,35.45100021362305,27.165000915527344,279,3900737_279
1,10.0,35.45199966430664,27.062999725341797,279,3900737_279
2,16.899999618530273,35.45199966430664,27.05500030517578,279,3900737_279
3,23.69999885559082,35.45199966430664,27.04800033569336,279,3900737_279
4,30.899999618530273,35.45100021362305,27.04599952697754,279,3900737_279
5,37.5,35.45100021362305,27.042999267578125,279,3900737_279
6,44.900001525878906,35.45199966430664,27.04400062561035,279,3900737_279
7,52.0,35.45100021362305,27.040000915527344,279,3900737_279
8,58.900001525878906,35.45100021362305,27.03700065612793,279,3900737_279
9,66.9000015258789,35.45100021362305,27.006000518798828,279,3900737_279
10,74.70000457763672,35.505001068115234,27.041000366210938,279,3900737_279
11,82.70000457763672,35.56999969482422,27.131000518798828,279,3900737_279
12,90.80000305175781,35.569000244140625,27.09600067138672,279,3900737_279
13,99.20000457763672,35.566001892089844,27.069000244140625,279,3900737_279
14,106.9000015258789,35.643001556396484,26.749000549316406,279,3900737_279
15,114.70000457763672,36.00600051879883,25.086000442504883,279,3900737_279
16,123.0,36.069000244140625,23.516000747680664,279,3900737_279
17,130.6999969482422,35.95800018310547,22.356000900268555,279,3900737_279
18,138.59999084472656,35.805999755859375,20.597000122070312,279,3900737_279
19,146.89999389648438,35.54399871826172,18.28499984741211,279,3900737_279
20,154.59999084472656,35.36000061035156,16.695999145507812,279,3900737_279
21,162.6999969482422,35.22100067138672,15.59000015258789,279,3900737_279
22,170.29998779296875,35.064998626708984,14.010000228881836,279,3900737_279
23,179.6999969482422,35.00699996948242,13.508999824523926,279,3900737_279
24,189.39999389648438,34.97600173950195,13.23799991607666,279,3900737_279
25,198.89999389648438,34.959999084472656,13.03600025177002,279,3900737_279
26,209.1999969482422,34.952999114990234,12.949000358581543,279,3900737_279
27,220.39999389648438,34.94499969482422,12.85099983215332,279,3900737_279
28,231.5,34.94200134277344,12.784000396728516,279,3900737_279
29,243.29998779296875,34.939998626708984,12.746999740600586,279,3900737_279
30,255.1999969482422,34.935001373291016,12.635000228881836,279,3900737_279
31,269.6999816894531,34.92300033569336,12.45199966430664,279,3900737_279
32,283.1999816894531,34.90999984741211,12.265000343322754,279,3900737_279
33,297.6000061035156,34.88999938964844,11.866000175476074,279,3900737_279
34,312.0,34.88199996948242,11.779000282287598,279,3900737_279
35,329.5,34.862998962402344,11.446000099182129,279,3900737_279
36,346.1000061035156,34.84299850463867,11.119000434875488,279,3900737_279
37,363.29998779296875,34.819000244140625,10.812999725341797,279,3900737_279
38,382.5,34.80500030517578,10.557000160217285,279,3900737_279
39,402.29998779296875,34.78300094604492,10.182000160217285,279,3900737_279
40,422.6000061035156,34.757999420166016,9.814000129699707,279,3900737_279
41,444.3999938964844,34.71900177001953,9.133999824523926,279,3900737_279
42,467.29998779296875,34.70199966430664,8.814000129699707,279,3900737_279
43,491.79998779296875,34.67100143432617,8.335000038146973,279,3900737_279
44,516.5,34.652000427246094,8.00100040435791,279,3900737_279
45,543.4000244140625,34.63999938964844,7.75600004196167,279,3900737_279
46,571.5,34.630001068115234,7.570000171661377,279,3900737_279
47,600.5,34.62099838256836,7.366000175476074,279,3900737_279
48,631.4000244140625,34.61000061035156,7.1020002365112305,279,3900737_279
49,664.7000122070312,34.597999572753906,6.749000072479248,279,3900737_279
50,698.6000366210938,34.59199905395508,6.559000015258789,279,3900737_279
51,734.6000366210938,34.5890007019043,6.35699987411499,279,3900737_279
52,771.6000366210938,34.58300018310547,6.181000232696533,279,3900737_279
53,811.6000366210938,34.57500076293945,5.818999767303467,279,3900737_279
54,853.800048828125,34.56800079345703,5.5370001792907715,279,3900737_279
55,897.9000244140625,34.56800079345703,5.236000061035156,279,3900737_279
56,943.300048828125,34.569000244140625,4.97599983215332,279,3900737_279
57,991.7000122070312,34.57099914550781,4.765999794006348,279,3900737_279
58,1042.9000244140625,34.57699966430664,4.480999946594238,279,3900737_279
59,1096.4000244140625,34.58100128173828,4.255000114440918,279,3900737_279
60,1152.5999755859375,34.58599853515625,4.043000221252441,279,3900737_279
61,1211.9000244140625,34.59199905395508,3.8559999465942383,279,3900737_279
62,1273.800048828125,34.60200119018555,3.5899999141693115,279,3900737_279
63,1339.5999755859375,34.61399841308594,3.319999933242798,279,3900737_279
64,1407.300048828125,34.62300109863281,3.0969998836517334,279,3900737_279
65,1480.9000244140625,34.63199996948242,2.9049999713897705,279,3900737_279
66,1556.9000244140625,34.64400100708008,2.759999990463257,279,3900737_279
67,1635.800048828125,34.652000427246094,2.618000030517578,279,3900737_279
68,1719.800048828125,34.65999984741211,2.4779999256134033,279,3900737_279
69,1808.7000732421875,34.66600036621094,2.382999897003174,279,3900737_279
70,1900.5999755859375,34.66899871826172,2.316999912261963,279,3900737_279
71,2001.9000244140625,34.67499923706055,2.2209999561309814,279,3900737_279
